"","GENE_SYMBOL","p_value","odds_ratio","p_value_adj"
"3200","FANCC",1,1.29359912432262,1
"3201","FANCD2",0.728547052290094,1.51707498891303,1
"3202","FANCE",1,Inf,1
"3203","FANCG",1,Inf,1
"3204","FANCL",1,1.29359912432262,1
"3205","FANCM",0.315070174093105,Inf,1
"3206","FANK1",1,Inf,1
"3207","FAR1",1,Inf,1
"3208","FAR2",1,Inf,1
"3209","FAR2P1",1,Inf,1
"3210","FARP2",1,Inf,1
"3211","FARS2",1,Inf,1
"3212","FARSB",1,Inf,1
"3213","FAS",0.551149131767109,Inf,1
"3214","FASN",1,0.962947735455597,1
"3215","FASTKD5",1,Inf,1
"3216","FAT1",0.680378735081776,0.808536529899443,1
"3217","FAT2",0.183673593876165,4.42096454042314,1
"3218","FAT3",0.762258411569706,1.44362298619777,1
"3219","FAT4",0.315070174093105,Inf,1
"3220","FAU",1,Inf,1
"3221","FAXC",1,Inf,1
"3222","FBF1",1,Inf,1
"3223","FBH1",0.0864406779661016,0,1
"3224","FBLIM1",0.3,0,1
"3225","FBLN1",0.551149131767109,Inf,1
"3226","FBLN2",0.551149131767109,Inf,1
"3227","FBLN5",1,Inf,1
"3228","FBLN7",0.635519171927189,0.632248783838847,1
"3229","FBN1",0.315070174093105,Inf,1
"3230","FBN2",0.315070174093105,Inf,1
"3231","FBN3",0.698859762225507,0.705469113033681,1
"3232","FBRSL1",1,Inf,1
"3233","FBXL12",0.551149131767109,Inf,1
"3234","FBXL13",1,Inf,1
"3235","FBXL14",0.3,0,1
"3236","FBXL15",1,Inf,1
"3237","FBXL16",1,Inf,1
"3238","FBXL17",1,Inf,1
"3239","FBXL18",1,Inf,1
"3240","FBXL19-AS1",1,Inf,1
"3241","FBXL2",1,Inf,1
"3242","FBXL21P",1,Inf,1
"3243","FBXL22",0.513559322033898,0.421541817082256,1
"3244","FBXL3",1,Inf,1
"3245","FBXL4",1,Inf,1
"3246","FBXL5",0.513559322033898,0.421541817082256,1
"3247","FBXL6",0.513559322033898,0.421541817082256,1
"3248","FBXL7",0.551149131767109,Inf,1
"3249","FBXL8",0.0864406779661016,0,1
"3250","FBXO10",0.551149131767109,Inf,1
"3251","FBXO11",1,0.854030472826908,1
"3252","FBXO16",1,Inf,1
"3253","FBXO2",1,Inf,1
"3254","FBXO24",1,Inf,1
"3255","FBXO25",0.3,0,1
"3256","FBXO30",0.3,0,1
"3257","FBXO32",0.0801825293350717,0.13508386118405,1
"3258","FBXO34",1,Inf,1
"3259","FBXO38",1,Inf,1
"3260","FBXO38-DT",0.513559322033898,0.421541817082256,1
"3261","FBXO40",0.3,0,1
"3262","FBXO41",1,1.29359912432262,1
"3263","FBXO42",1,Inf,1
"3264","FBXO43",1,Inf,1
"3265","FBXO44",0.3,0,1
"3266","FBXO46",0.3,0,1
"3267","FBXO47",1,Inf,1
"3268","FBXO5",0.0864406779661016,0,1
"3269","FBXO6",1,Inf,1
"3270","FBXO7",1,Inf,1
"3271","FBXO8",0.3,0,1
"3272","FBXO9",1,Inf,1
"3273","FBXW10",1,0.84460177233324,1
"3274","FBXW10B",1,0.843773689683395,1
"3275","FBXW2",1,Inf,1
"3276","FBXW4P1",0.513559322033898,0.421541817082256,1
"3277","FBXW5",0.3,0,1
"3278","FBXW7",1,1.14799154521396,1
"3279","FBXW8",0.551149131767109,Inf,1
"3280","FBXW9",1,Inf,1
"3281","FCAMR",1,Inf,1
"3282","FCAR",1,Inf,1
"3283","FCER2",1,Inf,1
"3284","FCGBP",0.372213065645919,1.65567708537291,1
"3285","FCGR1A",0.57624042572826,0.40695645639118,1
"3286","FCGR2A",0.513559322033898,0.421541817082256,1
"3287","FCGR3B",1,Inf,1
"3288","FCHO1",1,1.74276173143595,1
"3289","FCN1",1,Inf,1
"3290","FCN2",1,Inf,1
"3291","FCRL1",1,Inf,1
"3292","FCRL2",1,Inf,1
"3293","FCRL3",1,1.29359912432262,1
"3294","FCRL5",0.664192897298285,2.22443654017119,1
"3295","FCRL6",0.513559322033898,0.421541817082256,1
"3296","FCRLA",0.3,0,1
"3297","FCRLB",0.551149131767109,Inf,1
"3298","FCSK",1,Inf,1
"3299","FDFT1",0.513559322033898,0.421541817082256,1
"3300","FDXACB1",1,Inf,1
"3301","FECH",1,Inf,1
"3302","FEM1B",1,Inf,1
"3303","FEM1C",1,Inf,1
"3304","FER",1,Inf,1
"3305","FER1L4",1,Inf,1
"3306","FER1L5",0.551149131767109,Inf,1
"3307","FER1L6",1,1.29359912432262,1
"3308","FERMT3",1,Inf,1
"3309","FES",1,Inf,1
"3310","FETUB",1,Inf,1
"3311","FEV",1,Inf,1
"3312","FEZ1",1,Inf,1
"3313","FFAR1",1,Inf,1
"3314","FFAR2",0.687094914081421,1.57431308632148,1
"3315","FFAR3",1,Inf,1
"3316","FGD1",0.513559322033898,0.421541817082256,1
"3317","FGD2",1,Inf,1
"3318","FGD3",1,Inf,1
"3319","FGD4",1,Inf,1
"3320","FGD5",0.315070174093105,Inf,1
"3321","FGD5-AS1",1,Inf,1
"3322","FGD6",1,Inf,1
"3323","FGF10",0.309498907994709,Inf,1
"3324","FGF11",1,Inf,1
"3325","FGF12",1,Inf,1
"3326","FGF14",1,Inf,1
"3327","FGF16",1,Inf,1
"3328","FGF17",1,Inf,1
"3329","FGF22",1,Inf,1
"3330","FGF23",0.3,0,1
"3331","FGF6",1,Inf,1
"3332","FGF9",1,Inf,1
"3333","FGFBP3",0.3,0,1
"3334","FGFR1",0.029316551357105,Inf,1
"3335","FGFR2",1,Inf,1
"3336","FGFR3",0.513559322033898,0.421541817082256,1
"3337","FGFR4",0.3,0,1
"3338","FGFRL1",1,Inf,1
"3339","FGGY",1,Inf,1
"3340","FGL1",1,Inf,1
"3341","FGR",1,Inf,1
"3342","FH",0.366464974288677,0.416922343432268,1
"3343","FHAD1",1,Inf,1
"3344","FHAD1-AS1",1,1.32118599625435,1
"3345","FHDC1",1,1.29359912432262,1
"3346","FHIP1A",1,Inf,1
"3347","FHIP1B",1,Inf,1
"3348","FHIP2B",0.551149131767109,Inf,1
"3349","FHIT",1,Inf,1
"3350","FHL2",1,Inf,1
"3351","FHOD1",1,Inf,1
"3352","FHOD3",0.00909112926361142,6.14883856902489,1
"3353","FIBCD1",1,Inf,1
"3354","FIBP",0.3,0,1
"3355","FICD",1,Inf,1
"3356","FIGN",1,Inf,1
"3357","FIGNL2",0.0206896551724138,0,1
"3358","FILIP1",1,Inf,1
"3359","FILIP1L",1,Inf,1
"3360","FITM1",1,Inf,1
"3361","FIZ1",1,1.73685658454464,1
"3362","FJX1",1,Inf,1
"3363","FKBP10",1,Inf,1
"3364","FKBP11",1,1.30219494601062,1
"3365","FKBP15",1,1.74276173143595,1
"3366","FKBP6",1,Inf,1
"3367","FKBP8",1,Inf,1
"3368","FKBP9",1,0.83595029497688,1
"3369","FKBP9P1",1,0.84709240033404,1
"3370","FKBPL",1,Inf,1
"3371","FKRP",0.513559322033898,0.421541817082256,1
"3372","FKTN",0.551149131767109,Inf,1
"3373","FLACC1",0.513559322033898,0.421541817082256,1
"3374","FLCN",0.296940126045853,2.18741277252836,1
"3375","FLG",9.05325616707487e-07,21.0583236792664,0.00116897655463975
"3376","FLG2",0.000547456452545647,0.566383064895745,0.222957209215674
"3377","FLI1",1,Inf,1
"3378","FLII",0.441314951736573,3.07584374740742,1
"3379","FLJ20021",0.513559322033898,0.421541817082256,1
"3380","FLJ38576",1,Inf,1
"3381","FLJ40288",1,Inf,1
"3382","FLJ42393",1,0.931519896366048,1
"3383","FLNA",0.551149131767109,Inf,1
"3384","FLNB",0.636392259817837,0.634437248676446,1
"3385","FLNC",0.677122526752348,2.62855979257664,1
"3386","FLOT1",1,Inf,1
"3387","FLRT1",0.3,0,1
"3388","FLRT2",1,Inf,1
"3389","FLRT3",1,Inf,1
"3390","FLT1",0.582421964874607,0.418072417457107,1
"3391","FLT3",1,0.854030472826908,1
"3392","FLT4",0.322691464366559,Inf,1
"3393","FLVCR1",1,Inf,1
"3394","FLVCR2",1,0.854030472826908,1
"3395","FLYWCH1",0.513559322033898,0.421541817082256,1
"3396","FMC1",1,Inf,1
"3397","FMN2",0.802559929126099,1.21219648926266,1
"3398","FMNL1",0.758640640754424,1.45741023585468,1
"3399","FMNL1-AS1",1,Inf,1
"3400","FMO2",0.551149131767109,Inf,1
"3401","FMO3",0.3,0,1
"3402","FMO4",1,Inf,1
"3403","FMO6P",1,Inf,1
"3404","FMR1NB",1,Inf,1
"3405","FN1",0.315070174093105,Inf,1
"3406","FN3K",0.3,0,1
"3407","FN3KRP",0.312105949068367,Inf,1
"3408","FNBP1",0.3,0,1
"3409","FNDC1",0.162030060690683,3.13357694923814,1
"3410","FNDC11",1,Inf,1
"3411","FNDC3B",1,Inf,1
"3412","FNDC7",0.513559322033898,0.421541817082256,1
"3413","FNIP1",1,Inf,1
"3414","FNIP2",0.0864406779661016,0,1
"3415","FOCAD",0.3,0,1
"3416","FOLH1",0.551149131767109,Inf,1
"3417","FOLH1B",1,Inf,1
"3418","FOLR2",1,Inf,1
"3419","FOLR3",0.513559322033898,0.421541817082256,1
"3420","FOSB",0.513559322033898,0.421541817082256,1
"3421","FOSL1",1,Inf,1
"3422","FOXA1",0.568111831549857,1.74262741604293,1
"3423","FOXA2",0.427104991053461,3.21677128417369,1
"3424","FOXA3",1,Inf,1
"3425","FOXB2",0.69693996780573,0.701762137088889,1
"3426","FOXC1",0.71859831877626,1.55535610753641,1
"3427","FOXC2",1,Inf,1
"3428","FOXD4",1,Inf,1
"3429","FOXD4L1",0.657931090411327,2.27027939122099,1
"3430","FOXD4L3",0.205850694046337,2.32376443688624,1
"3431","FOXD4L4",1,Inf,1
"3432","FOXD4L6",1,Inf,1
"3433","FOXE3",1,Inf,1
"3434","FOXF1",1,Inf,1
"3435","FOXF2",1,1.30219494601062,1
"3436","FOXI1",1,Inf,1
"3437","FOXJ1",1,Inf,1
"3438","FOXJ2",0.551149131767109,Inf,1
"3439","FOXK1",0.3,0,1
"3440","FOXK2",1,Inf,1
"3441","FOXL2",0.213125638406537,0.205779383316691,1
"3442","FOXL2NB",1,Inf,1
"3443","FOXL3",0.513559322033898,0.421541817082256,1
"3444","FOXM1",1,Inf,1
"3445","FOXN1",0.551149131767109,Inf,1
"3446","FOXN2",1,Inf,1
"3447","FOXN3",0.393209549071618,3.09452016155573,1
"3448","FOXO1",0.551149131767109,Inf,1
"3449","FOXO3",0.727717817704807,0.721508024648941,1
"3450","FOXO3B",0.681405730701083,1.71909384125348,1
"3451","FOXO6",1,Inf,1
"3452","FOXP1",0.788394169008736,0.84294665363667,1
"3453","FOXP3",1,Inf,1
"3454","FOXP4",1,Inf,1
"3455","FOXQ1",1,Inf,1
"3456","FOXR1",1,Inf,1
"3457","FOXR2",1,Inf,1
"3458","FOXRED2",1,0.852386217286032,1
"3459","FOXS1",1,Inf,1
"3460","FPGS",1,Inf,1
"3461","FPR1",1,Inf,1
"3462","FRA10AC1",1,Inf,1
"3463","FRAS1",0.699453257864889,0.706605498543131,1
"3464","FRAT2",1,Inf,1
"3465","FREM1",0.692334161862044,0.692671016459622,1
"3466","FREM2",0.791066224745874,1.2378094837042,1
"3467","FREM3",1,Inf,1
"3468","FRG1",0.144995230702087,1.40844167145891,1
"3469","FRG1BP",0.585141287395393,1.11740937438925,1
"3470","FRG1CP",0.0373596322394198,1.60474889901441,1
"3471","FRG1DP",0.0455745605737579,1.43373903503219,1
"3472","FRG1EP",0.23817604545147,2.011528116107,1
"3473","FRG1GP",0.549424491090772,0.800586629379548,1
"3474","FRG1HP",1,Inf,1
"3475","FRG1JP",0.0584977980252631,2.9920877489753,1
"3476","FRG2B",1,Inf,1
"3477","FRG2C",1,1.84664905540066,1
"3478","FRG2EP",0.033143546102948,7.31349565798164,1
"3479","FRMD1",1,Inf,1
"3480","FRMD3",1,Inf,1
"3481","FRMD4A",1,Inf,1
"3482","FRMD4B",0.668991574454858,2.19029956143018,1
"3483","FRMD5",1,Inf,1
"3484","FRMD6",0.3,0,1
"3485","FRMD8",1,Inf,1
"3486","FRMPD1",1,Inf,1
"3487","FRMPD2",1,Inf,1
"3488","FRMPD3",1,0.854030472826908,1
"3489","FRMPD4",1,Inf,1
"3490","FRRS1L",0.513559322033898,0.421541817082256,1
"3491","FRY",1,0.854030472826908,1
"3492","FRYL",1,0.854030472826908,1
"3493","FSCB",1,1.74276173143595,1
"3494","FSCN1",0.551149131767109,Inf,1
"3495","FSCN2",1,Inf,1
"3496","FSD1",1,Inf,1
"3497","FSHR",1,0.854030472826908,1
"3498","FSIP2",1,1.29492510241391,1
"3499","FST",1,Inf,1
"3500","FSTL1",1,Inf,1
"3501","FSTL3",1,Inf,1
"3502","FSTL4",1,Inf,1
"3503","FSTL5",1,0.854030472826908,1
"3504","FTCD",1,Inf,1
"3505","FTHL18P",1,Inf,1
"3506","FTO",1,Inf,1
"3507","FTX",1,Inf,1
"3508","FUBP1",0.0801825293350717,0.13508386118405,1
"3509","FUBP3",0.3,0,1
"3510","FUCA1",1,Inf,1
"3511","FUCA2",0.213125638406537,0.205779383316691,1
"3512","FUNDC2",1,Inf,1
"3513","FURIN",1,Inf,1
"3514","FUS",1,Inf,1
"3515","FUT1",1,Inf,1
"3516","FUT10",1,Inf,1
"3517","FUT11",0.315070174093105,Inf,1
"3518","FUT3",1,Inf,1
"3519","FUT5",1,Inf,1
"3520","FUT8",1,Inf,1
"3521","FUT9",1,Inf,1
"3522","FUZ",0.607111413216437,1.56755545010682,1
"3523","FXR2",0.513559322033898,0.421541817082256,1
"3524","FXYD1",0.3,0,1
"3525","FXYD3",1,Inf,1
"3526","FXYD5",1,Inf,1
"3527","FYB1",0.3,0,1
"3528","FYB2",1,Inf,1
"3529","FYCO1",1,Inf,1
"3530","FYN",1,Inf,1
"3531","FZD1",1,Inf,1
"3532","FZD10",1,Inf,1
"3533","FZD2",1,Inf,1
"3534","FZD3",1,Inf,1
"3535","FZD4",1,Inf,1
"3536","FZD5",0.3,0,1
"3537","FZD6",0.551149131767109,Inf,1
"3538","FZD8",0.513559322033898,0.421541817082256,1
"3539","G3BP1",1,0.84709240033404,1
"3540","G6PC1",0.0864406779661016,0,1
"3541","G6PD",1,1.73685658454464,1
"3542","GAA",1,Inf,1
"3543","GAB1",1,Inf,1
"3544","GAB2",0.513559322033898,0.421541817082256,1
"3545","GABBR1",0.43854818305882,3.10249836436389,1
"3546","GABBR2",1,Inf,1
"3547","GABPB1",1,Inf,1
"3548","GABPB2",1,Inf,1
"3549","GABRA2",1,Inf,1
"3550","GABRA5",1,1.73685658454464,1
"3551","GABRB1",0.3,0,1
"3552","GABRB2",1,Inf,1
"3553","GABRB3",0.3,0,1
"3554","GABRE",1,Inf,1
"3555","GABRG2",0.551149131767109,Inf,1
"3556","GABRG3",0.513559322033898,0.421541817082256,1
"3557","GABRR1",0.769462632698538,1.48867713290974,1
"3558","GABRR2",1,1.28852298172702,1
"3559","GAD1",1,Inf,1
"3560","GAD3P",1,Inf,1
"3561","GADD45GIP1",1,Inf,1
"3562","GAGE1",1,0.84709240033404,1
"3563","GAGE10",1,Inf,1
"3564","GAGE2A",1,Inf,1
"3565","GAK",0.315070174093105,Inf,1
"3566","GAL",1,Inf,1
"3567","GAL3ST1",1,Inf,1
"3568","GAL3ST2",0.551149131767109,Inf,1
"3569","GAL3ST3",1,Inf,1
"3570","GAL3ST4",1,Inf,1
"3571","GALC",0.213125638406537,0.205779383316691,1
"3572","GALE",1,Inf,1
"3573","GALK2",0.3,0,1
"3574","GALNS",0.3,0,1
"3575","GALNT10",0.513559322033898,0.421541817082256,1
"3576","GALNT14",1,Inf,1
"3577","GALNT15",1,Inf,1
"3578","GALNT16",0.551149131767109,Inf,1
"3579","GALNT17",0.517241379310345,0.414037037905611,1
"3580","GALNT3",1,Inf,1
"3581","GALNT5",1,Inf,1
"3582","GALNT8",1,Inf,1
"3583","GALNT9",0.786385485710437,1.41490204189983,1
"3584","GALNTL5",1,Inf,1
"3585","GALR2",1,Inf,1
"3586","GALT",1,Inf,1
"3587","GAN",1,Inf,1
"3588","GANAB",0.551149131767109,Inf,1
"3589","GAPVD1",1,Inf,1
"3590","GAREM1",0.513559322033898,0.421541817082256,1
"3591","GAREM2",0.315070174093105,Inf,1
"3592","GARIN1B",1,Inf,1
"3593","GARIN3",1,Inf,1
"3594","GARIN4",1,1.73685658454464,1
"3595","GARIN5B",0.315070174093105,Inf,1
"3596","GARIN6",1,Inf,1
"3597","GARNL3",1,Inf,1
"3598","GARRE1",0.315070174093105,Inf,1
"3599","GARS1",0.256321687609596,2.26706932765973,1
"3600","GART",0.513559322033898,0.421541817082256,1
"3601","GAS1",1,Inf,1
"3602","GAS2L1",0.3,0,1
"3603","GAS2L2",0.71859831877626,1.55535610753641,1
"3604","GAS2L3",1,Inf,1
"3605","GAS6",0.551149131767109,Inf,1
"3606","GAS6-AS1",1,Inf,1
"3607","GAS7",1,Inf,1
"3608","GAS8",1,Inf,1
"3609","GAS8-AS1",0.727717817704807,0.721508024648941,1
"3610","GASK1A",0.211630625365283,0.201377588357018,1
"3611","GASK1B",0.0995289340660552,Inf,1
"3612","GAST",1,Inf,1
"3613","GATA2",0.3,0,1
"3614","GATA3",0.29644395288633,2.19014571409945,1
"3615","GATA4",0.551149131767109,Inf,1
"3616","GATA5",0.3,0,1
"3617","GATAD2B",0.315070174093105,Inf,1
"3618","GATD1",0.3,0,1
"3619","GBA",1,Inf,1
"3620","GBA2",1,Inf,1
"3621","GBAP1",0.551149131767109,Inf,1
"3622","GBF1",1,0.854030472826908,1
"3623","GBGT1",1,Inf,1
"3624","GBP1",1,Inf,1
"3625","GBP3",1,Inf,1
"3626","GBP6",1,Inf,1
"3627","GBP7",0.547106954997078,Inf,1
"3628","GCA",1,Inf,1
"3629","GCAT",0.513559322033898,0.421541817082256,1
"3630","GCC1",0.3,0,1
"3631","GCC2",1,Inf,1
"3632","GCGR",0.67490380683784,0.475709171389821,1
"3633","GCKR",1,0.852386217286032,1
"3634","GCM2",0.322691464366559,Inf,1
"3635","GCN1",1,1.74276173143595,1
"3636","GCNA",1,1.08004235403242,1
"3637","GCNT2",1,Inf,1
"3638","GCNT2P1",1,Inf,1
"3639","GCSH",1,Inf,1
"3640","GDAP1",0.3,0,1
"3641","GDAP1L1",0.3,0,1
"3642","GDE1",1,Inf,1
"3643","GDF1",1,Inf,1
"3644","GDF10",1,Inf,1
"3645","GDF2",0.513559322033898,0.421541817082256,1
"3646","GDF3",1,Inf,1
"3647","GDF5",1,Inf,1
"3648","GDF6",1,Inf,1
"3649","GDF7",0.551149131767109,Inf,1
"3650","GDF9",1,Inf,1
"3651","GDI2",1,Inf,1
"3652","GDPD2",1,Inf,1
"3653","GDPD3",1,Inf,1
"3654","GDPD4",1,Inf,1
"3655","GDPD5",0.3,0,1
"3656","GDPGP1",1,Inf,1
"3657","GEMIN2",0.551149131767109,Inf,1
"3658","GEMIN4",1,Inf,1
"3659","GEMIN5",0.513559322033898,0.421541817082256,1
"3660","GEMIN6",0.513559322033898,0.421541817082256,1
"3661","GEN1",1,1.29359912432262,1
"3662","GET4",1,Inf,1
"3663","GFAP",1,Inf,1
"3664","GFI1",0.551149131767109,Inf,1
"3665","GFI1B",1,Inf,1
"3666","GFM2",1,Inf,1
"3667","GFOD1",1,Inf,1
"3668","GFRA1",0.513559322033898,0.421541817082256,1
"3669","GFRA2",1,Inf,1
"3670","GGA2",0.3,0,1
"3671","GGA3",1,Inf,1
"3672","GGCX",1,Inf,1
"3673","GGN",1,Inf,1
"3674","GGNBP1",1,Inf,1
"3675","GGNBP2",1,Inf,1
"3676","GGT1",0.517241379310345,0.414037037905611,1
"3677","GGT2P",1,Inf,1
"3678","GGT4P",1,Inf,1
"3679","GGT5",1,Inf,1
"3680","GGTLC4P",0.3,0,1
"3681","GGTLC5P",1,Inf,1
"3682","GHDC",0.765903222010723,1.4358206110503,1
"3683","GHITM",1,Inf,1
"3684","GHR",1,Inf,1
"3685","GHRLOS",0.589517545611355,0.745371350159852,1
"3686","GHSR",1,Inf,1
"3687","GID4",1,Inf,1
"3688","GIGYF1",0.809175492953667,1.24617908082142,1
"3689","GIGYF2",0.547106954997078,Inf,1
"3690","GIMAP4",1,Inf,1
"3691","GIMAP5",1,Inf,1
"3692","GIMAP6",1,Inf,1
"3693","GINS2",1,Inf,1
"3694","GINS3",1,Inf,1
"3695","GIP",1,Inf,1
"3696","GIPC1",1,Inf,1
"3697","GIPC3",1,Inf,1
"3698","GIPR",1,1.29359912432262,1
"3699","GIT1",0.315070174093105,Inf,1
"3700","GIT2",1,Inf,1
"3701","GJA1",1,1.29636264341262,1
"3702","GJA1P1",1,1.30219494601062,1
"3703","GJA3",0.3,0,1
"3704","GJA9",1,Inf,1
"3705","GJB1",1,Inf,1
"3706","GJB3",0.513559322033898,0.421541817082256,1
"3707","GJD2",1,0.84460177233324,1
"3708","GJD3",0.551149131767109,Inf,1
"3709","GJD4",0.513559322033898,0.421541817082256,1
"3710","GK",0.517241379310345,0.414037037905611,1
"3711","GK-AS1",1,Inf,1
"3712","GKN1",0.3,0,1
"3713","GKN2",1,Inf,1
"3714","GLB1L2",0.551149131767109,Inf,1
"3715","GLB1L3",1,Inf,1
"3716","GLCCI1",1,Inf,1
"3717","GLDC",1,0.854030472826908,1
"3718","GLDN",1,Inf,1
"3719","GLG1",1,Inf,1
"3720","GLI1",1,Inf,1
"3721","GLI2",0.109626370797719,Inf,1
"3722","GLI3",0.315070174093105,Inf,1
"3723","GLI4",0.3,0,1
"3724","GLIDR",0.397922062161191,1.80031157942368,1
"3725","GLIPR1L2",0.3,0,1
"3726","GLIS1",1,Inf,1
"3727","GLIS2",1,Inf,1
"3728","GLIS3",1,0.854030472826908,1
"3729","GLMP",1,Inf,1
"3730","GLRA3",0.551149131767109,Inf,1
"3731","GLRA4",0.547106954997078,Inf,1
"3732","GLRX5",0.513559322033898,0.421541817082256,1
"3733","GLT6D1",0.53448275862069,Inf,1
"3734","GLTP",1,Inf,1
"3735","GLTPD2",1,Inf,1
"3736","GLUD1P3",1,Inf,1
"3737","GLUD2",0.00717079530638853,0,1
"3738","GLYCAM1",0.513559322033898,0.421541817082256,1
"3739","GMDS",1,Inf,1
"3740","GMEB2",1,Inf,1
"3741","GMIP",1,Inf,1
"3742","GML",1,Inf,1
"3743","GMPPA",1,Inf,1
"3744","GMPPB",0.159471989884788,0.274545183527837,1
"3745","GNA13",1,Inf,1
"3746","GNA15",1,Inf,1
"3747","GNAL",1,Inf,1
"3748","GNAO1",1,Inf,1
"3749","GNAS",0.728620355183604,1.73971155306045,1
"3750","GNAT1",1,Inf,1
"3751","GNAT2",1,Inf,1
"3752","GNAT3",1,Inf,1
"3753","GNAZ",1,Inf,1
"3754","GNB1",1,Inf,1
"3755","GNB1-DT",1,Inf,1
"3756","GNB1L",1,Inf,1
"3757","GNB2",1,Inf,1
"3758","GNB3",1,Inf,1
"3759","GNB4",1,0.854030472826908,1
"3760","GNB5",1,Inf,1
"3761","GNE",1,Inf,1
"3762","GNG14",1,Inf,1
"3763","GNG2",1,Inf,1
"3764","GNL3L",1,0.84460177233324,1
"3765","GNPAT",1,Inf,1
"3766","GNPDA2",1,Inf,1
"3767","GNPTG",0.213125638406537,0.205779383316691,1
"3768","GNRHR2",1,Inf,1
"3769","GNS",1,Inf,1
"3770","GOLGA1",0.0248978549540347,0,1
"3771","GOLGA2",1,Inf,1
"3772","GOLGA2P11",1,Inf,1
"3773","GOLGA2P5",1,1.77401497476777,1
"3774","GOLGA2P9",1,0.854030472826908,1
"3775","GOLGA3",0.315070174093105,Inf,1
"3776","GOLGA4",1,Inf,1
"3777","GOLGA5",1,Inf,1
"3778","GOLGA6A",1,Inf,1
"3779","GOLGA6C",1,Inf,1
"3780","GOLGA6EP",1,Inf,1
"3781","GOLGA6FP",0.669743525245314,1.31078153887016,1
"3782","GOLGA6L1",0.31690520988882,Inf,1
"3783","GOLGA6L10",0.085471815853378,2.70589194114519,1
"3784","GOLGA6L17P",0.169465368514021,2.38305617999536,1
"3785","GOLGA6L2",0.29651474891258,0.832548946590287,1
"3786","GOLGA6L3",0.00816512961833759,2.86626296901317,1
"3787","GOLGA6L4",0.335309791608831,0.553947318269082,1
"3788","GOLGA6L5P",0.71859831877626,1.55535610753641,1
"3789","GOLGA6L6",0.211630625365283,0.201377588357018,1
"3790","GOLGA6L9",0.315070174093105,Inf,1
"3791","GOLGA7B",1,Inf,1
"3792","GOLGA8A",0.517241379310345,0.414037037905611,1
"3793","GOLGA8CP",1,Inf,1
"3794","GOLGA8DP",1,1.31027126121113,1
"3795","GOLGA8EP",1,Inf,1
"3796","GOLGA8G",1,Inf,1
"3797","GOLGA8H",1,1.29359912432262,1
"3798","GOLGA8J",0.145694883265476,2.02835474267286,1
"3799","GOLGA8K",1,1.74276173143595,1
"3800","GOLGA8M",0.636392259817837,0.634437248676446,1
"3801","GOLGA8S",0.639871471715107,1.3312654024982,1
"3802","GOLGB1",1,0.854030472826908,1
"3803","GOLIM4",0.393209549071618,3.09452016155573,1
"3804","GOLT1B",1,Inf,1
"3805","GON4L",1,0.854030472826908,1
"3806","GORAB",0.3,0,1
"3807","GORASP1",0.3,0,1
"3808","GORASP2",0.513559322033898,0.421541817082256,1
"3809","GOSR2",0.213125638406537,0.205779383316691,1
"3810","GOT1",1,Inf,1
"3811","GOT2",1,Inf,1
"3812","GP5",0.213125638406537,0.205779383316691,1
"3813","GP6",0.105426594144243,Inf,1
"3814","GP9",0.3,0,1
"3815","GPAA1",1,1.07395673041207,1
"3816","GPAM",0.582421964874607,0.418072417457107,1
"3817","GPAT2",0.237399785927798,2.97663549483424,1
"3818","GPAT2P1",1,Inf,1
"3819","GPAT3",1,Inf,1
"3820","GPATCH1",1,1.29359912432262,1
"3821","GPATCH8",1,Inf,1
"3822","GPBP1",1,Inf,1
"3823","GPC1",0.517241379310345,0.414037037905611,1
"3824","GPC2",1,1.75285152983007,1
"3825","GPC3",0.3,0,1
"3826","GPC6",1,Inf,1
"3827","GPD1L",1,Inf,1
"3828","GPER1",1,Inf,1
"3829","GPHN",1,Inf,1
"3830","GPI",0.513559322033898,0.421541817082256,1
"3831","GPKOW",1,Inf,1
"3832","GPLD1",0.513559322033898,0.421541817082256,1
"3833","GPN2",1,Inf,1
"3834","GPNMB",1,Inf,1
"3835","GPR101",1,Inf,1
"3836","GPR108",1,0.854030472826908,1
"3837","GPR119",1,Inf,1
"3838","GPR12",1,Inf,1
"3839","GPR137",1,Inf,1
"3840","GPR137C",1,Inf,1
"3841","GPR142",1,1.29636264341262,1
"3842","GPR146",1,1.29359912432262,1
"3843","GPR150",0.551149131767109,Inf,1
"3844","GPR152",1,Inf,1
"3845","GPR153",1,Inf,1
"3846","GPR156",1,Inf,1
"3847","GPR161",0.3,0,1
"3848","GPR17",0.717109420992007,1.80734139782104,1
"3849","GPR179",1,1.73685658454464,1
"3850","GPR18",1,Inf,1
"3851","GPR182",1,Inf,1
"3852","GPR183",1,Inf,1
"3853","GPR19",0.0864406779661016,0,1
"3854","GPR199P",1,Inf,1
"3855","GPR20",1,Inf,1
"3856","GPR25",1,1,1
"3857","GPR26",1,Inf,1
"3858","GPR27",1,Inf,1
"3859","GPR32",0.547106954997078,Inf,1
"3860","GPR37L1",1,0.919008288553747,1
"3861","GPR39",1,Inf,1
"3862","GPR4",1,Inf,1
"3863","GPR42",1,Inf,1
"3864","GPR50",0.172235905937641,0.37308604039732,1
"3865","GPR6",0.3,0,1
"3866","GPR62",0.3,0,1
"3867","GPR65",1,Inf,1
"3868","GPR75",1,Inf,1
"3869","GPR78",1,0.854030472826908,1
"3870","GPR83",1,Inf,1
